aircraft_id,manufacturer,model,year,engines,seats,max_weight_pounds
N737US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N73860,BOEING,757-33N,2001.0,2.0,275.0,"20,000 and more"
N738US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N739AE,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N739NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N739YX,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N74007,BOEING,777-224,1999.0,2.0,400.0,"20,000 and more"
N740MR,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N740NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N740UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N740YX,EMBRAER S A,ERJ 170-200 LR,2016.0,2.0,88.0,"20,000 and more"
N741AK,EMBRAER,ERJ 170-100SU,2006.0,2.0,70.0,"20,000 and more"
N741NK,AIRBUS S A S,A321-271NX,2024.0,2.0,246.0,"20,000 and more"
N741UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N741YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N742GR,EMBRAER,ERJ 170-100SU,2006.0,2.0,70.0,"20,000 and more"
N742PS,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N742YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N743MB,EMBRAER,ERJ 170-100SU,2006.0,2.0,70.0,"20,000 and more"
N743YX,EMBRAER,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N744DB,EMBRAER,ERJ 170-100SU,2006.0,2.0,70.0,"20,000 and more"
N744P,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N744YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N745JB,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N745VJ,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N745YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N746CC,EMBRAER,ERJ 170-100 LR,2004.0,2.0,70.0,"20,000 and more"
N746JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N746UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N746YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N747UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N747YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N74856,BOEING,757-324,2004.0,2.0,275.0,"20,000 and more"
N748RR,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N748UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N748YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N749BM,EMBRAER,ERJ 170-100 SE,2006.0,2.0,70.0,"20,000 and more"
N749US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N749YX,EMBRAER,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N750BD,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N750UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N750YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N751AB,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N751UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N751YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N752US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N752YX,EMBRAER S A,ERJ 170-200 LR,2017.0,2.0,88.0,"20,000 and more"
N753US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N753YX,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N75425,BOEING,737-924ER,2008.0,2.0,191.0,"20,000 and more"
N75426,BOEING,737-924ER,2008.0,2.0,191.0,"20,000 and more"
N75428,BOEING,737-924ER,2008.0,2.0,191.0,"20,000 and more"
N75429,BOEING,737-924ER,2008.0,2.0,191.0,"20,000 and more"
N75432,BOEING,737-924ER,2009.0,2.0,191.0,"20,000 and more"
N75433,BOEING,737-924ER,2009.0,2.0,191.0,"20,000 and more"
N75435,BOEING,737-924ER,2009.0,2.0,191.0,"20,000 and more"
N75436,BOEING,737-924ER,2009.0,2.0,191.0,"20,000 and more"
N754AN,BOEING,777-223,2001.0,2.0,440.0,"20,000 and more"
N754UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N754YX,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N755US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N755YX,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N756AM,BOEING,777-223,2001.0,2.0,440.0,"20,000 and more"
N756US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N756YX,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N757UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N757YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N75851,BOEING,757-324,2001.0,2.0,275.0,"20,000 and more"
N75853,BOEING,757-324,2002.0,2.0,275.0,"20,000 and more"
N75854,BOEING,757-324,2002.0,2.0,275.0,"20,000 and more"
N75858,BOEING,757-324,2004.0,2.0,275.0,"20,000 and more"
N75861,BOEING,757-33N,2001.0,2.0,275.0,"20,000 and more"
N758AN,BOEING,777-223,2001.0,2.0,440.0,"20,000 and more"
N758US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N758YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N76010,BOEING,777-224,1999.0,2.0,400.0,"20,000 and more"
N76021,BOEING,777-224,2010.0,2.0,400.0,"20,000 and more"
N76054,BOEING,767-424ER,2000.0,2.0,292.0,"20,000 and more"
N76055,BOEING,767-424ER,2001.0,2.0,292.0,"20,000 and more"
N76062,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N76064,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N76065,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N760JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N760MQ,EMBRAER,ERJ 170-100 STD,2009.0,2.0,80.0,"20,000 and more"
N760US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N760YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N761YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N76254,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N76265,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N76269,BOEING,737-824,2001.0,2.0,149.0,"20,000 and more"
N76288,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N762US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N762YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N763JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N763US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N763YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N764JD,EMBRAER,ERJ 170-100 STD,2009.0,2.0,80.0,"20,000 and more"
N764US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N764YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N76502,BOEING,737-824,2006.0,2.0,149.0,"20,000 and more"
N76503,BOEING,737-824,2006.0,2.0,149.0,"20,000 and more"
N76504,BOEING,737-824,2006.0,2.0,149.0,"20,000 and more"
N76505,BOEING,737-824,2006.0,2.0,149.0,"20,000 and more"
N76508,BOEING,737-824,2008.0,2.0,149.0,"20,000 and more"
N76514,BOEING,737-824,2008.0,2.0,149.0,"20,000 and more"
N76515,BOEING,737-824,2008.0,2.0,149.0,"20,000 and more"
N76516,BOEING,737-824,2008.0,2.0,149.0,"20,000 and more"
N76517,BOEING,737-824,2008.0,2.0,149.0,"20,000 and more"
N76519,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N76522,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N76523,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N76526,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N76528,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N76529,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N76532,BOEING,737-824,2016.0,2.0,149.0,"20,000 and more"
N76533,BOEING,737-824,2016.0,2.0,149.0,"20,000 and more"
N765ST,EMBRAER,ERJ 170-100 LR,2006.0,2.0,70.0,"20,000 and more"
N765US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N765YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N766AN,BOEING,777-223,2003.0,2.0,440.0,"20,000 and more"
N766JB,AIRBUS,A320-232,2008.0,2.0,200.0,"20,000 and more"
N766JM,EMPRESA BRASILEIRA DE AERO S A,ERJ 170-100 STD,2009.0,2.0,80.0,"20,000 and more"
N766US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N767AJ,BOEING,777-223,2006.0,2.0,440.0,"20,000 and more"
N767UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N767YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N768JB,AIRBUS,A320-232,2009.0,2.0,200.0,"20,000 and more"
N768RD,EMBRAER S A,ERJ 170-100 LR,2008.0,2.0,70.0,"20,000 and more"
N768UA,BOEING,777-222,1995.0,2.0,400.0,"20,000 and more"
N768US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N768YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N769KW,EMBRAER,ERJ 170-100 LR,2004.0,2.0,70.0,"20,000 and more"
N769UA,BOEING,777-222,1995.0,2.0,400.0,"20,000 and more"
N769US,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N769YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N77006,BOEING,777-224,1998.0,2.0,400.0,"20,000 and more"
N77012,BOEING,777-224,1999.0,2.0,400.0,"20,000 and more"
N77014,BOEING,777-224,1999.0,2.0,400.0,"20,000 and more"
N77019,BOEING,777-224,2007.0,2.0,400.0,"20,000 and more"
N77022,BOEING,777-224,2010.0,2.0,400.0,"20,000 and more"
N77066,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N770JM,EMBRAER,ERJ 170-100 LR,2004.0,2.0,70.0,"20,000 and more"
N770UW,AIRBUS INDUSTRIE,A319-112,2000.0,2.0,179.0,"20,000 and more"
N770YX,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N771JV,EMBRAER,ERJ 170-100 LR,2005.0,2.0,70.0,"20,000 and more"
N771UA,BOEING,777-222,1995.0,2.0,400.0,"20,000 and more"
N771XF,AIRBUS,A319-112,2003.0,2.0,100.0,"20,000 and more"
N771YX,EMBRAER S A,ERJ 170-200 LR,2024.0,2.0,88.0,"20,000 and more"
N7720F,BOEING,737-7BD,2006.0,2.0,149.0,"20,000 and more"
N7723E,BOEING,737-76N,2006.0,2.0,149.0,"20,000 and more"
N77258,BOEING,737-824,2000.0,2.0,149.0,"20,000 and more"
N77259,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N77295,BOEING,737-824,2005.0,2.0,149.0,"20,000 and more"
N772MR,EMBRAER,ERJ 170-100 LR,2004.0,2.0,70.0,"20,000 and more"
N772UA,BOEING,777-222,1995.0,2.0,400.0,"20,000 and more"
N772XF,AIRBUS,A319-112,2003.0,2.0,100.0,"20,000 and more"
N7735A,BOEING,737-7BD,2006.0,2.0,149.0,"20,000 and more"
N7738A,BOEING,737-7BD,2006.0,2.0,149.0,"20,000 and more"
N773AN,BOEING,777-223,1999.0,2.0,440.0,"20,000 and more"
N773UA,BOEING,777-222,1995.0,2.0,400.0,"20,000 and more"
N773XF,AIRBUS,A319-112,2003.0,2.0,100.0,"20,000 and more"
N77430,BOEING,737-924ER,2009.0,2.0,191.0,"20,000 and more"
N77431,BOEING,737-924ER,2009.0,2.0,191.0,"20,000 and more"
N7744A,BOEING,737-7BD,2007.0,2.0,149.0,"20,000 and more"
N7747C,BOEING,737-7BD,2007.0,2.0,149.0,"20,000 and more"
N774AN,BOEING,777-223,1999.0,2.0,440.0,"20,000 and more"
N774DE,BOEING,737-8EH,2012.0,2.0,189.0,"20,000 and more"
N774JG,EMBRAER,ERJ 170-100 SE,2004.0,2.0,70.0,"20,000 and more"
N774UA,BOEING,777-222,1996.0,2.0,400.0,"20,000 and more"
N774XF,AIRBUS,A319-112,2003.0,2.0,100.0,"20,000 and more"
N77510,BOEING,737-824,2008.0,2.0,149.0,"20,000 and more"
N77518,BOEING,737-824,2008.0,2.0,149.0,"20,000 and more"
N7751A,BOEING,737-7BD,2008.0,2.0,149.0,"20,000 and more"
N77520,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N77525,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N77530,BOEING,737-824,2011.0,2.0,149.0,"20,000 and more"
N77535,BOEING,737-824,2016.0,2.0,149.0,"20,000 and more"
N77536,BOEING,737-824,2016.0,2.0,149.0,"20,000 and more"
N77537,BOEING,737-800,2016.0,2.0,175.0,"20,000 and more"
N77538,BOEING,737-800,2016.0,2.0,175.0,"20,000 and more"
N77539,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N77542,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N77543,BOEING,737-9,2022.0,2.0,48.0,"20,000 and more"
N77544,BOEING,737-9,2022.0,2.0,48.0,"20,000 and more"
N77552,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77558,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77559,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77571,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77572,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77573,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77575,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77576,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77578,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77579,BOEING,737-9,2023.0,2.0,48.0,"20,000 and more"
N77580,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N77582,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N77585,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N77588,BOEING,737-9,2024.0,2.0,48.0,"20,000 and more"
N775AN,BOEING,777-223,1999.0,2.0,440.0,"20,000 and more"
N775DE,BOEING,737-8EH,2013.0,2.0,189.0,"20,000 and more"
N775JB,AIRBUS,A320-232,2009.0,2.0,200.0,"20,000 and more"
N775UA,BOEING,777-222,1995.0,2.0,400.0,"20,000 and more"
N775XF,AIRBUS,A319-112,2004.0,2.0,100.0,"20,000 and more"
N776DE,BOEING,737-8EH,2013.0,2.0,189.0,"20,000 and more"
N776MS,EMBRAER,ERJ 170-100 SE,2004.0,2.0,70.0,"20,000 and more"
N776UA,BOEING,777-222,1996.0,2.0,400.0,"20,000 and more"
N776XF,AIRBUS,A319-112,2004.0,2.0,100.0,"20,000 and more"
N777UA,BOEING,777-222,1995.0,2.0,400.0,"20,000 and more"
N77865,BOEING,757-33N,2002.0,2.0,275.0,"20,000 and more"
N77867,BOEING,757-33N,2002.0,2.0,275.0,"20,000 and more"
N77871,BOEING,757-33N,2003.0,2.0,275.0,"20,000 and more"
N778AN,BOEING,777-223,1999.0,2.0,440.0,"20,000 and more"
N778RH,EMBRAER,ERJ 170-100 SE,2004.0,2.0,70.0,"20,000 and more"
N778UA,BOEING,777-222,1996.0,2.0,400.0,"20,000 and more"
N778XF,AIRBUS,A319-112,2009.0,2.0,100.0,"20,000 and more"
N779AN,BOEING,777-223,1999.0,2.0,440.0,"20,000 and more"
N779JB,AIRBUS,A320-232,2009.0,2.0,200.0,"20,000 and more"
N779RN,EMBRAER,ERJ 170-100 SE,2004.0,2.0,70.0,"20,000 and more"
N779UA,BOEING,777-222,1996.0,2.0,400.0,"20,000 and more"
N78001,BOEING,777-224,1998.0,2.0,400.0,"20,000 and more"
N78002,BOEING,777-224,1998.0,2.0,400.0,"20,000 and more"
N78003,BOEING,777-224,1998.0,2.0,400.0,"20,000 and more"
N78004,BOEING,777-224,1998.0,2.0,400.0,"20,000 and more"
N78005,BOEING,777-224,1998.0,2.0,400.0,"20,000 and more"
N78008,BOEING,777-224,1999.0,2.0,400.0,"20,000 and more"
N78009,BOEING,777-224,1999.0,2.0,400.0,"20,000 and more"
N78013,BOEING,777-224,1999.0,2.0,400.0,"20,000 and more"
N78017,BOEING,777-224,2002.0,2.0,400.0,"20,000 and more"
N78060,BOEING,767-424ER,2002.0,2.0,292.0,"20,000 and more"
N780AH,EMBRAER,ERJ 170-100SU,2006.0,2.0,70.0,"20,000 and more"
N780UA,BOEING,777-222,1996.0,2.0,400.0,"20,000 and more"
N7815L,BOEING,737-76Q,2003.0,2.0,149.0,"20,000 and more"
N781EJ,EMBRAER,ERJ 170-100SU,2006.0,2.0,70.0,"20,000 and more"
N781UA,BOEING,777-222,1996.0,2.0,400.0,"20,000 and more"
N7823A,BOEING,737-7CT,2003.0,2.0,149.0,"20,000 and more"
N78285,BOEING,737-824,2004.0,2.0,149.0,"20,000 and more"
N782SM,EMBRAER,ERJ 170-100SU,2004.0,2.0,70.0,"20,000 and more"
N782UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N783LC,EMBRAER,ERJ 170-100SU,2004.0,2.0,70.0,"20,000 and more"
N783UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N78438,BOEING,737-924ER,2009.0,2.0,191.0,"20,000 and more"
N78448,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N7844A,BOEING,737-752,2007.0,2.0,149.0,"20,000 and more"
N7848A,BOEING,737-752,2005.0,2.0,149.0,"20,000 and more"
N784DP,EMBRAER,ERJ 170-100SU,2006.0,2.0,70.0,"20,000 and more"
N784JB,AIRBUS,A320-232,2011.0,2.0,200.0,"20,000 and more"
N784UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N78501,BOEING,737-824,2006.0,2.0,149.0,"20,000 and more"
N78506,BOEING,737-824,2006.0,2.0,149.0,"20,000 and more"
N78509,BOEING,737-824,2008.0,2.0,149.0,"20,000 and more"
N78511,BOEING,737-824,2008.0,2.0,149.0,"20,000 and more"
N78524,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N78540,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N7859B,BOEING,737-7Q8,2002.0,2.0,149.0,"20,000 and more"
N785BR,EMBRAER,ERJ 170-100 SE,2004.0,2.0,70.0,"20,000 and more"
N785UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N7861J,BOEING,737-79P,2005.0,2.0,149.0,"20,000 and more"
N786SM,EMBRAER,ERJ 170-100 SE,2004.0,2.0,70.0,"20,000 and more"
N786SW,BOEING,737-7H4,2000.0,2.0,143.0,"20,000 and more"
N786UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N787BP,EMBRAER,ERJ 170-100 LR,2005.0,2.0,70.0,"20,000 and more"
N787UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N78866,BOEING,757-33N,2002.0,2.0,275.0,"20,000 and more"
N7889A,BOEING,737-79L,2005.0,2.0,149.0,"20,000 and more"
N788CJ,EMBRAER,ERJ 170-100 SE,2004.0,2.0,70.0,"20,000 and more"
N788UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N789AN,BOEING,777-223,2000.0,2.0,440.0,"20,000 and more"
N789JB,AIRBUS,A320-232,2011.0,2.0,200.0,"20,000 and more"
N789SS,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N79011,BOEING,777-224,1999.0,2.0,400.0,"20,000 and more"
N790MK,EMBRAER,ERJ 170-100 SE,2004.0,2.0,70.0,"20,000 and more"
N791DK,EMBRAER,ERJ 170-100 LR,2004.0,2.0,70.0,"20,000 and more"
N791UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N79279,BOEING,737-824,2003.0,2.0,149.0,"20,000 and more"
N792JB,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N792UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N793JB,AIRBUS,A320-232,2011.0,2.0,200.0,"20,000 and more"
N793UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N794JB,AIRBUS,A320-232,2011.0,2.0,200.0,"20,000 and more"
N794JH,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N794UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N79521,BOEING,737-824,2010.0,2.0,149.0,"20,000 and more"
N79541,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N795UA,BOEING,777-222,1997.0,2.0,400.0,"20,000 and more"
N796JB,AIRBUS,A320-232,2012.0,2.0,200.0,"20,000 and more"
N796UA,BOEING,777-222,1998.0,2.0,400.0,"20,000 and more"
N797UA,BOEING,777-222,1998.0,2.0,400.0,"20,000 and more"
N798CC,EMBRAER,ERJ 170-100 SE,2005.0,2.0,70.0,"20,000 and more"
N798UA,BOEING,777-222,1998.0,2.0,400.0,"20,000 and more"
N799UA,BOEING,777-222,1998.0,2.0,400.0,"20,000 and more"
N8001N,AIRBUS,A319-115,2013.0,2.0,147.0,"20,000 and more"
N8009T,AIRBUS,A319-115,2013.0,2.0,147.0,"20,000 and more"
N800NN,BOEING,737-823,2009.0,2.0,162.0,"20,000 and more"
N801AC,BOEING,787-8,2015.0,2.0,260.0,"20,000 and more"
N801AK,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N801AW,AIRBUS INDUSTRIE,A319-132,1998.0,2.0,179.0,"20,000 and more"
N801DZ,BOEING,737-932ER,2013.0,2.0,222.0,"20,000 and more"
N801NN,BOEING,737-823,2009.0,2.0,162.0,"20,000 and more"
N801UA,AIRBUS INDUSTRIE,A319-131,1997.0,2.0,179.0,"20,000 and more"
N8027D,AIRBUS,A319-115,2015.0,2.0,147.0,"20,000 and more"
N802AN,BOEING,787-8,2015.0,2.0,260.0,"20,000 and more"
N802AW,AIRBUS INDUSTRIE,A319-132,1998.0,2.0,179.0,"20,000 and more"
N802DN,BOEING,737-932ER,2013.0,2.0,222.0,"20,000 and more"
N802NN,BOEING,737-823,,2.0,162.0,"20,000 and more"
N802UA,AIRBUS INDUSTRIE,A319-131,1997.0,2.0,179.0,"20,000 and more"
N8030F,AIRBUS,A319-115,2015.0,2.0,147.0,"20,000 and more"
N8031M,AIRBUS,A319-115,2015.0,2.0,147.0,"20,000 and more"
N803AK,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N803AL,BOEING,787-8,2015.0,2.0,260.0,"20,000 and more"
N803AW,AIRBUS INDUSTRIE,A319-132,1998.0,2.0,179.0,"20,000 and more"
N803DN,BOEING,737-932ER,2013.0,2.0,222.0,"20,000 and more"
N803NN,BOEING,737-823,,2.0,162.0,"20,000 and more"
N803UA,AIRBUS INDUSTRIE,A319-131,1997.0,2.0,179.0,"20,000 and more"
N804AK,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N804AN,BOEING,787-8,2015.0,2.0,260.0,"20,000 and more"
N804AW,AIRBUS INDUSTRIE,A319-132,1999.0,2.0,179.0,"20,000 and more"
N804DN,BOEING,737-932ER,2013.0,2.0,222.0,"20,000 and more"
N804JB,AIRBUS,A320-232,2012.0,2.0,200.0,"20,000 and more"
N804NN,BOEING,737-823,,2.0,162.0,"20,000 and more"
N804UA,AIRBUS INDUSTRIE,A319-131,1997.0,2.0,179.0,"20,000 and more"
N805AK,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N805AN,BOEING,787-8,2015.0,2.0,260.0,"20,000 and more"
N805AW,AIRBUS INDUSTRIE,A319-132,1999.0,2.0,179.0,"20,000 and more"
N805DN,BOEING,737-932ER,2013.0,2.0,222.0,"20,000 and more"
N805JB,AIRBUS,A320-232,2012.0,2.0,200.0,"20,000 and more"
N805NN,BOEING,737-823,2009.0,2.0,162.0,"20,000 and more"
N805NW,AIRBUS,A330-323,2003.0,2.0,379.0,"20,000 and more"
N805UA,AIRBUS INDUSTRIE,A319-131,1998.0,2.0,179.0,"20,000 and more"
N806AA,BOEING,787-8,2015.0,2.0,260.0,"20,000 and more"
N806AK,BOEING,737-8,2024.0,2.0,175.0,"20,000 and more"
N806AW,AIRBUS INDUSTRIE,A319-132,1999.0,2.0,179.0,"20,000 and more"
N806DN,BOEING,737-932ER,2013.0,2.0,222.0,"20,000 and more"
N806JB,AIRBUS,A320-232,2012.0,2.0,200.0,"20,000 and more"
N806NN,BOEING,737-823,2009.0,2.0,162.0,"20,000 and more"
N806UA,AIRBUS INDUSTRIE,A319-131,1998.0,2.0,179.0,"20,000 and more"
N807AA,BOEING,787-8,2015.0,2.0,260.0,"20,000 and more"
N807AW,AIRBUS INDUSTRIE,A319-132,1999.0,2.0,179.0,"20,000 and more"
N807DN,BOEING,737-932ER,2013.0,2.0,222.0,"20,000 and more"
N807JB,AIRBUS,A320-232,2012.0,2.0,200.0,"20,000 and more"
N807NN,BOEING,737-823,,2.0,162.0,"20,000 and more"
N807NW,AIRBUS,A330-323,2004.0,2.0,379.0,"20,000 and more"
N807UA,AIRBUS INDUSTRIE,A319-131,1998.0,2.0,179.0,"20,000 and more"
N808AN,BOEING,787-8,2015.0,2.0,260.0,"20,000 and more"
N808AW,AIRBUS INDUSTRIE,A319-132,1999.0,2.0,179.0,"20,000 and more"
N808DN,BOEING,737-932ER,2013.0,2.0,222.0,"20,000 and more"
N808NN,BOEING,737-823,,2.0,162.0,"20,000 and more"
N808UA,AIRBUS INDUSTRIE,A319-131,1998.0,2.0,179.0,"20,000 and more"
N809AW,AIRBUS INDUSTRIE,A319-132,1999.0,2.0,179.0,"20,000 and more"
N809DN,BOEING,737-932ER,2013.0,2.0,222.0,"20,000 and more"
N809JB,AIRBUS,A320-232,2012.0,2.0,200.0,"20,000 and more"
