aircraft_id,manufacturer,model,year,engines,seats,max_weight_pounds
N27964,BOEING,787-9,2016.0,2.0,422.0,"20,000 and more"
N27965,BOEING,787-9,2016.0,2.0,422.0,"20,000 and more"
N279JB,EMBRAER,ERJ 190-100 IGW,2007.0,2.0,20.0,"12,500 - 19,999"
N279MQ,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N279PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N279SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N280AK,BOEING,737-900ER,2017.0,2.0,222.0,"20,000 and more"
N280SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N281AK,BOEING,737-900ER,2017.0,2.0,222.0,"20,000 and more"
N281JB,EMBRAER,ERJ 190-100 IGW,2007.0,2.0,20.0,"12,500 - 19,999"
N281NN,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N282AK,BOEING,737-900ER,2017.0,2.0,222.0,"20,000 and more"
N282NN,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N282SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N282WN,BOEING,737-7H4,2007.0,2.0,143.0,"20,000 and more"
N283AK,BOEING,737-900ER,2017.0,2.0,222.0,"20,000 and more"
N283JB,EMBRAER,ERJ 190-100 IGW,2007.0,2.0,20.0,"12,500 - 19,999"
N283NN,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N283SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N28457,BOEING,737-924ER,2012.0,2.0,191.0,"20,000 and more"
N28478,BOEING,737-924ER,2013.0,2.0,191.0,"20,000 and more"
N284AK,BOEING,737-900ER,2017.0,2.0,222.0,"20,000 and more"
N284JB,EMBRAER,ERJ 190-100 IGW,2008.0,2.0,20.0,"12,500 - 19,999"
N284SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N285AK,BOEING,737-900ER,2018.0,2.0,222.0,"20,000 and more"
N285SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N286NN,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N287AK,BOEING,737-900ER,2018.0,2.0,222.0,"20,000 and more"
N287NN,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N287SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N288AK,BOEING,737-900ER,2018.0,2.0,222.0,"20,000 and more"
N288NN,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N288SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N288WN,BOEING,737-7H4,2007.0,2.0,143.0,"20,000 and more"
N28987,BOEING,787-9,2021.0,2.0,422.0,"20,000 and more"
N289MW,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N289SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N290AK,BOEING,737-900ER,2018.0,2.0,222.0,"20,000 and more"
N290NN,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N290SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N29124,BOEING,757-224,1998.0,2.0,178.0,"20,000 and more"
N29129,BOEING,757-224,1998.0,2.0,178.0,"20,000 and more"
N291BT,BOEING,737-9,2021.0,2.0,48.0,"20,000 and more"
N291NN,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N292AK,BOEING,737-900ER,2018.0,2.0,222.0,"20,000 and more"
N292NN,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N292PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N292SY,EMBRAER S A,ERJ 170-200 LL,2018.0,2.0,88.0,"20,000 and more"
N293AK,BOEING,737-900ER,2018.0,2.0,222.0,"20,000 and more"
N293PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N293SY,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N294AK,BOEING,737-900ER,2018.0,2.0,222.0,"20,000 and more"
N294PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N294SY,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N295PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N295SY,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N296AK,BOEING,737-900ER,2018.0,2.0,222.0,"20,000 and more"
N296PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N296SY,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N29717,BOEING,737-724,1999.0,2.0,149.0,"20,000 and more"
N297AK,BOEING,737-900ER,2019.0,2.0,222.0,"20,000 and more"
N297PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N297SY,EMBRAER S A,ERJ 170-200 LR,2019.0,2.0,88.0,"20,000 and more"
N298AK,BOEING,737-900ER,2019.0,2.0,222.0,"20,000 and more"
N298FR,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N298PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N29961,BOEING,787-9,2015.0,2.0,422.0,"20,000 and more"
N29968,BOEING,787-9,2016.0,2.0,422.0,"20,000 and more"
N29971,BOEING,787-9,2017.0,2.0,422.0,"20,000 and more"
N29975,BOEING,787-9,2020.0,2.0,422.0,"20,000 and more"
N29977,BOEING,787-9,2020.0,2.0,422.0,"20,000 and more"
N29978,BOEING,787-9,2020.0,2.0,422.0,"20,000 and more"
N29981,BOEING,787-9,2020.0,2.0,422.0,"20,000 and more"
N29984,BOEING,787-9,2020.0,2.0,422.0,"20,000 and more"
N29985,BOEING,787-9,2020.0,2.0,422.0,"20,000 and more"
N299JJ,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N299PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N299SY,EMBRAER S A,ERJ 170-200 LL,2019.0,2.0,88.0,"20,000 and more"
N300LK,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N300PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N300SY,EMBRAER S A,ERJ 170-200 LL,2019.0,2.0,88.0,"20,000 and more"
N3014R,AIRBUS,A319-115,2013.0,2.0,147.0,"20,000 and more"
N301DU,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N301DV,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N301FR,AIRBUS,A320-251N,2016.0,2.0,190.0,"20,000 and more"
N301NB,AIRBUS INDUSTRIE,A319-114,1999.0,2.0,145.0,"20,000 and more"
N301NW,BOEING,737-800,2016.0,2.0,175.0,"20,000 and more"
N301PA,BOEING,737-800,2016.0,2.0,175.0,"20,000 and more"
N301PQ,BOMBARDIER INC,CL-600-2D24,2013.0,2.0,95.0,"20,000 and more"
N301SY,EMBRAER S A,ERJ 170-200 LL,2019.0,2.0,88.0,"20,000 and more"
N3023J,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N302DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N302NB,AIRBUS INDUSTRIE,A319-114,1999.0,2.0,145.0,"20,000 and more"
N302PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N302SA,BOEING,737-8,2019.0,2.0,175.0,"20,000 and more"
N302SY,EMBRAER S A,ERJ 170-200 LL,2019.0,2.0,88.0,"20,000 and more"
N303DD,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N303DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N303DU,AIRBUS CANADA LP,BD-500-1A11,2020.0,2.0,153.0,"20,000 and more"
N303FR,AIRBUS,A320-251N,2016.0,2.0,190.0,"20,000 and more"
N303PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N303RE,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N303RG,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N303SY,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LL,2020.0,2.0,70.0,"20,000 and more"
N3044J,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N304DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N304DU,AIRBUS CANADA LP,BD-500-1A11,2020.0,2.0,153.0,"20,000 and more"
N304FR,AIRBUS,A320-251N,2016.0,2.0,190.0,"20,000 and more"
N304KM,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N304PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N304RB,BOEING,737-8,2017.0,2.0,175.0,"20,000 and more"
N304SY,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LL,2020.0,2.0,70.0,"20,000 and more"
N3058J,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N305DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N305DU,AIRBUS CANADA LP,BD-500-1A11,2020.0,2.0,153.0,"20,000 and more"
N305FR,AIRBUS,A320-251N,2016.0,2.0,190.0,"20,000 and more"
N305NX,BOEING,737-800,2016.0,2.0,175.0,"20,000 and more"
N305PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N305SY,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N3062J,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N3065J,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N306DD,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N306DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N306DU,AIRBUS CANADA LP,BD-500-1A11,2020.0,2.0,153.0,"20,000 and more"
N306JB,EMBRAER,ERJ 190-100 IGW,2009.0,2.0,20.0,"12,500 - 19,999"
N306NY,BOEING,737-800,2016.0,2.0,175.0,"20,000 and more"
N306PB,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N306PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N306RC,BOEING,737-8,2017.0,2.0,175.0,"20,000 and more"
N306SP,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N306SW,BOEING,737-8,2021.0,2.0,175.0,"20,000 and more"
N3077J,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N307DX,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N307FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N307JB,EMBRAER,ERJ 190-100 IGW,2009.0,2.0,20.0,"12,500 - 19,999"
N307PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N307SY,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N307TA,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N3085J,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N308DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N308DU,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N308FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N308LD,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2021.0,2.0,88.0,"20,000 and more"
N308PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N308RD,BOEING,737-8,2017.0,2.0,175.0,"20,000 and more"
N308SY,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2020.0,2.0,88.0,"20,000 and more"
N308TB,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N309DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N309DU,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N309FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N309PC,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N309PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N309SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N3102J,AIRBUS CANADA LP,BD-500-1A11,2022.0,2.0,153.0,"20,000 and more"
N3104J,AIRBUS CANADA LP,BD-500-1A11,2022.0,2.0,153.0,"20,000 and more"
N310DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N310DU,AIRBUS CANADA LP,BD-500-1A11,2021.0,2.0,153.0,"20,000 and more"
N310FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N310JZ,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,2021.0,2.0,88.0,"20,000 and more"
N310PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N310RF,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N310SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N3112J,AIRBUS CANADA LP,BD-500-1A11,2022.0,2.0,153.0,"20,000 and more"
N3115J,AIRBUS CANADA LP,BD-500-1A11,2022.0,2.0,153.0,"20,000 and more"
N3118J,AIRBUS CANADA LP,BD-500-1A11,2022.0,2.0,153.0,"20,000 and more"
N311DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N311DU,AIRBUS CANADA LP,BD-500-1A11,2022.0,2.0,153.0,"20,000 and more"
N311FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N311PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N311SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N3121J,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N3123J,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N3125J,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N312DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N312DU,AIRBUS CANADA LP,BD-500-1A11,2022.0,2.0,153.0,"20,000 and more"
N312FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N312SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N3132J,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N3138J,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N3139J,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N313BS,EMBRAER S A,ERJ 170-200 LR,2024.0,2.0,88.0,"20,000 and more"
N313DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N313DU,AIRBUS CANADA LP,BD-500-1A11,2022.0,2.0,153.0,"20,000 and more"
N313FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N313PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N313SB,BOEING,737-8,2019.0,2.0,175.0,"20,000 and more"
N313SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N3142J,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N3145J,AIRBUS CANADA LP,BD-500-1A11,,2.0,153.0,"20,000 and more"
N3149J,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N314DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N314DU,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N314NB,AIRBUS INDUSTRIE,A319-114,2000.0,2.0,145.0,"20,000 and more"
N314PD,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N314PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N314RH,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N3152J,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N3156J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N3157J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N315DN,AIRBUS SAS,A321-213,2016.0,2.0,199.0,"20,000 and more"
N315DU,AIRBUS CANADA LP,BD-500-1A11,2022.0,2.0,153.0,"20,000 and more"
N315NB,AIRBUS INDUSTRIE,A319-114,2000.0,2.0,145.0,"20,000 and more"
N315NH,EMBRAER S A,ERJ 170-200 LR,2024.0,2.0,88.0,"20,000 and more"
N315PE,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N315PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N315RJ,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N315SD,BOEING,737-8,2020.0,2.0,175.0,"20,000 and more"
N315SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N3162J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N3169J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N316DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N316DU,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N316FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N316NB,AIRBUS INDUSTRIE,A319-114,2000.0,2.0,145.0,"20,000 and more"
N316PF,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N316PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N316RK,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N316SE,BOEING,737-8,2020.0,2.0,175.0,"20,000 and more"
N316SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N317DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N317DU,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N317FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N317JB,EMBRAER,ERJ 190-100 IGW,2010.0,2.0,20.0,"12,500 - 19,999"
N317NB,AIRBUS INDUSTRIE,A319-114,2000.0,2.0,145.0,"20,000 and more"
N317PG,BOEING,737-800,2017.0,2.0,175.0,"20,000 and more"
N317SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N317US,AIRBUS INDUSTRIE,A320-211,1991.0,2.0,182.0,"20,000 and more"
N3185J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N3189J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N318DU,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N318DX,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N318FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N318JB,EMBRAER,ERJ 190-100 IGW,2010.0,2.0,20.0,"12,500 - 19,999"
N318NB,AIRBUS INDUSTRIE,A319-114,2000.0,2.0,145.0,"20,000 and more"
N318SF,BOEING,737-8,2020.0,2.0,175.0,"20,000 and more"
N318TD,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N3194J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N3195J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N3196J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N319DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N319DU,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N319NB,AIRBUS INDUSTRIE,A319-114,2000.0,2.0,145.0,"20,000 and more"
N319PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N319RG,EMBRAER S A,ERJ 170-200 LR,2015.0,2.0,88.0,"20,000 and more"
N319SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N319TE,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N319US,AIRBUS INDUSTRIE,A320-211,1991.0,2.0,182.0,"20,000 and more"
N3203J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N320DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N320DU,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N320NB,AIRBUS INDUSTRIE,A319-114,2000.0,2.0,145.0,"20,000 and more"
N320PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N320SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N320TF,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N3215J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N321DH,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N321DU,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N321NB,AIRBUS INDUSTRIE,A319-114,2001.0,2.0,145.0,"20,000 and more"
N321RL,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N321TG,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N321US,AIRBUS INDUSTRIE,A320-211,1991.0,2.0,182.0,"20,000 and more"
N3221J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N3229J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N322DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N322DU,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N322FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N322NB,AIRBUS INDUSTRIE,A319-114,2001.0,2.0,145.0,"20,000 and more"
N322SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N322TH,BOEING,737-8,2023.0,2.0,175.0,"20,000 and more"
N3232J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N323DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N323DU,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N323FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N323JB,EMBRAER,ERJ 190-100 IGW,2010.0,2.0,20.0,"12,500 - 19,999"
N323NB,AIRBUS INDUSTRIE,A319-114,2001.0,2.0,145.0,"20,000 and more"
N323RM,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N323SG,BOEING,737-8,2020.0,2.0,175.0,"20,000 and more"
N323SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N323US,AIRBUS INDUSTRIE,A320-211,1991.0,2.0,182.0,"20,000 and more"
N3240J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N3241J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N3247J,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N324DU,AIRBUS CANADA LP,BD-500-1A11,2023.0,2.0,153.0,"20,000 and more"
N324DX,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N324FR,AIRBUS,A320-251N,2017.0,2.0,190.0,"20,000 and more"
N324JB,EMBRAER,ERJ 190-100 IGW,2010.0,2.0,20.0,"12,500 - 19,999"
N324NB,AIRBUS INDUSTRIE,A319-114,2001.0,2.0,145.0,"20,000 and more"
N324PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N324RA,BOEING,737-8,2017.0,2.0,175.0,"20,000 and more"
N324RN,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N324SH,BOEING,737-8,2020.0,2.0,175.0,"20,000 and more"
N324SY,EMBRAER S A,ERJ 170-200 LR,2022.0,2.0,88.0,"20,000 and more"
N324US,AIRBUS INDUSTRIE,A320-211,1991.0,2.0,182.0,"20,000 and more"
N325DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N325DU,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N325PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N325SY,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N325US,AIRBUS INDUSTRIE,A320-211,1991.0,2.0,182.0,"20,000 and more"
N326DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N326DU,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N326FR,AIRBUS,A320-251N,2018.0,2.0,190.0,"20,000 and more"
N326NB,AIRBUS INDUSTRIE,A319-114,2001.0,2.0,145.0,"20,000 and more"
N326PQ,BOMBARDIER INC,CL-600-2D24,2014.0,2.0,95.0,"20,000 and more"
N326RP,BOEING,737-8,2018.0,2.0,175.0,"20,000 and more"
N326SJ,BOEING,737-8,2020.0,2.0,175.0,"20,000 and more"
N326SY,EMBRAER S A,ERJ 170-200 LR,2023.0,2.0,88.0,"20,000 and more"
N326US,AIRBUS INDUSTRIE,A320-211,1991.0,2.0,182.0,"20,000 and more"
N327DN,AIRBUS SAS,A321-213,2017.0,2.0,199.0,"20,000 and more"
N327DU,AIRBUS CANADA LP,BD-500-1A11,2024.0,2.0,153.0,"20,000 and more"
N327NW,AIRBUS INDUSTRIE,A320-211,1992.0,2.0,182.0,"20,000 and more"
N327SK,BOEING,737-8,2020.0,2.0,175.0,"20,000 and more"
